Quantity,Transaction,Store,Product
1,189185,2,Candy Bar
1,189185,2,Candy Bar
1,189185,2,Candy Bar
1,189185,2,Candy Bar
1,189185,2,Candy Bar
1,189185,2,Pencils
1,189185,2,Pencils
3,189206,5,Magazine
1,189212,4,Toothpaste
22,189215,3,Toothpaste
1,189215,3,Greeting Cards
22,189215,3,Candy Bar
22,189215,3,Candy Bar
22,189215,3,Candy Bar
22,189215,3,Candy Bar
2,189227,6,Pens
2,189227,6,Magazine
1,189230,8,Candy Bar
1,189230,8,Greeting Cards
1,189233,3,Magazine
1,189233,3,Magazine
1,189239,8,Magazine
1,189242,7,Magazine
3,189245,5,Magazine
1,189248,6,Magazine
1,189254,1,Magazine
1,189257,3,Perfume
2,189269,6,Greeting Cards
1,189269,6,Greeting Cards
10,189275,7,Toothbrush
1,189287,9,Greeting Cards
1,189290,10,Pencils
1,189293,9,Photo Processing
1,189296,2,Photo Processing
1,189299,2,Pens
1,189311,7,Magazine
1,189311,7,Shampoo
3,189311,7,Shampoo
2,189326,5,Pens
1,189332,5,Pencils
1,189332,5,Pencils
1,189338,9,Perfume
1,189344,8,Markers
1,189350,2,Candy Bar
1,189353,2,Toothpaste
1,189353,2,Toothpaste
1,189353,2,Toothpaste
1,189353,2,Toothpaste
1,189353,2,Wrapping Paper
1,189353,2,Magazine
1,189356,6,Toothpaste
5,189362,5,Perfume
2,189362,5,Perfume
3,189362,5,Perfume
12,189362,5,Toothbrush
4,189362,5,Toothbrush
2,189365,6,Toothbrush
1,189368,6,Perfume
25,189377,6,Perfume
1,189392,2,Magazine
1,189398,10,Magazine
1,189401,2,Photo Processing
1,189404,1,Wrapping Paper
1,189407,6,Candy Bar
1,189407,6,Greeting Cards
3,189410,1,Greeting Cards
1,189425,10,Magazine
1,189425,10,Magazine
1,189425,10,Greeting Cards
1,189425,10,Greeting Cards
1,189425,10,Greeting Cards
1,189425,10,Greeting Cards
1,189425,10,Greeting Cards
1,189425,10,Greeting Cards
1,189428,6,Pencils
1,189443,2,Pens
1,189446,1,Toothpaste
1,189446,1,Toothpaste
1,189446,1,Toothpaste
1,189446,1,Toothpaste
1,189446,1,Toothpaste
1,189449,7,Toothpaste
22,189464,7,Toothbrush
1,189467,4,Perfume
1,189479,10,Photo Processing
1,189482,6,Photo Processing
3,189485,1,Greeting Cards
3,189488,10,Greeting Cards
1,189491,5,Photo Processing
2,189494,6,Magazine
1,189497,8,Magazine
1,189497,8,Pens
1,189500,6,Magazine
2,189512,10,Pencils
1,189515,6,Pencils
1,189521,3,Pencils
1,189521,3,Pencils
1,189521,3,Pencils
1,189521,3,Pencils
1,189521,3,Pencils
1,189521,3,Pencils
1,189527,1,Greeting Cards
1,189530,1,Pencils
1,189530,1,Pencils
1,189530,1,Pencils
1,189530,1,Pencils
1,189530,1,Magazine
1,189536,4,Greeting Cards
1,189539,6,Pencils
1,189542,8,Pencils
1,189542,8,Pencils
1,189542,8,Pencils
1,189542,8,Magazine
9,189563,2,Pencils
9,189563,2,Pencils
9,189563,2,Pencils
2,189569,7,Pencils
3,189572,10,Pencils
4,189572,10,Pencils
4,189572,10,Pencils
1,189575,2,Pencils
12,189578,10,Pencils
12,189578,10,Pencils
12,189578,10,Pencils
2,189584,2,Pencils
2,189584,2,Pencils
2,189584,2,Candy Bar
1,189596,6,Pencils
1,189605,10,Pencils
1,189605,10,Pencils
1,189605,10,Pencils
1,189605,10,Pencils
1,189605,10,Pencils
1,189605,10,Pencils
1,189611,4,Pencils
2,189611,4,Pencils
1,189611,4,Pencils
1,189611,4,Pencils
1,189611,4,Pencils
1,189611,4,Pencils
1,189611,4,Pencils
1,189611,4,Pencils
1,189611,4,Pencils
1,189611,4,Pencils
1,189611,4,Pencils
3,189611,4,Pencils
1,189611,4,Pencils
1,189611,4,Pencils
1,189611,4,Pencils
1,189611,4,Pencils
2,189611,4,Pencils
1,189611,4,Pencils
1,189611,4,Pencils
1,189611,4,Pencils
1,189611,4,Pencils
1,189611,4,Pencils
1,189611,4,Pencils
1,189611,4,Pencils
1,189611,4,Pencils
1,189611,4,Pencils
1,189611,4,Pencils
3,189611,4,Pencils
3,189611,4,Pencils
1,189611,4,Pencils
1,189611,4,Pencils
1,189611,4,Pencils
1,189611,4,Pencils
1,189611,4,Pencils
1,189611,4,Pencils
1,189611,4,Pencils
1,189611,4,Pencils
1,189611,4,Pencils
1,189611,4,Pencils
1,189611,4,Pencils
1,189611,4,Pencils
2,189611,4,Pencils
1,189611,4,Pencils
1,189611,4,Pencils
1,189611,4,Pencils
1,189611,4,Pencils
1,189611,4,Pencils
1,189611,4,Pencils
1,189614,10,Pencils
1,189614,10,Pencils
1,189614,10,Pencils
1,189614,10,Pencils
1,189614,10,Pencils
1,189623,7,Pencils
1,189623,7,Pencils
1,189623,7,Pencils
1,189623,7,Pencils
1,189623,7,Pencils
1,189623,7,Pencils
1,189623,7,Pencils
1,189623,7,Pencils
1,189623,7,Pencils
1,189626,8,Pencils
1,189626,8,Pencils
1,189626,8,Pencils
2,189641,3,Bow
4,189659,1,Pencils
1,189665,9,Pencils
1,189665,9,Pencils
1,189665,9,Pencils
1,189665,9,Pencils
1,189665,9,Pencils
1,189665,9,Pencils
1,189665,9,Pencils
1,189665,9,Pencils
1,189668,3,Pencils
1,189668,3,Pencils
4,189668,3,Pencils
1,189668,3,Pencils
4,189668,3,Pencils
4,189671,6,Pencils
4,189671,6,Pencils
2,189671,6,Pencils
4,189671,6,Pencils
2,189671,6,Pencils
2,189671,6,Pencils
2,189674,4,Pencils
8,189674,4,Pencils
8,189674,4,Pencils
3,189674,4,Pencils
8,189674,4,Pencils
3,189674,4,Pencils
1,189683,2,Pencils
1,189683,2,Pencils
1,189683,2,Pencils
1,189686,7,Pencils
1,189686,7,Pencils
1,189686,7,Pencils
1,189692,3,Pencils
1,189692,3,Pencils
1,189692,3,Pencils
1,189701,9,Pencils
1,189701,9,Pencils
1,189701,9,Pencils
2,189707,10,Bow
1,189707,10,Bow
2,189707,10,Bow
1,189707,10,Bow
1,189707,10,Bow
1,189707,10,Bow
2,189707,10,Bow
1,189707,10,Bow
1,189707,10,Greeting Cards
1,189707,10,Toothpaste
1,189707,10,Toothpaste
1,189707,10,Toothpaste
2,189707,10,Toothpaste
2,189707,10,Toothpaste
1,189707,10,Toothpaste
1,189707,10,Toothpaste
1,189707,10,Toothpaste
1,189707,10,Toothpaste
1,189707,10,Toothbrush
9,189710,4,Toothbrush
4,189710,4,Toothbrush
10,189710,4,Toothbrush
1,189722,3,Toothpaste
1,189722,3,Toothpaste
1,189722,3,Toothpaste
1,189722,3,Toothpaste
1,189722,3,Toothpaste
1,189722,3,Toothpaste
1,189722,3,Toothpaste
1,189722,3,Toothpaste
1,189722,3,Greeting Cards
1,189722,3,Bow
1,189722,3,Bow
1,189722,3,Bow
1,189722,3,Bow
2,189722,3,Bow
1,189722,3,Bow
1,189722,3,Bow
1,189722,3,Bow
2,189722,3,Bow
1,189722,3,Bow
1,189722,3,Bow
3,189725,1,Toothbrush
21,189728,7,Toothbrush
1,189728,7,Toothpaste
1,189728,7,Toothpaste
1,189734,8,Toothpaste
1,189740,8,Bow
1,189740,8,Bow
1,189740,8,Bow
1,189740,8,Bow
1,189740,8,Toothbrush
1,189743,7,Bow
1,189743,7,Bow
6,189749,8,Pencils
6,189749,8,Pencils
1,189758,8,Pencils
1,189758,8,Pencils
1,189758,8,Pencils
1,189791,4,Toothpaste
1,189797,1,Greeting Cards
2,189803,8,Wrapping Paper
2,189806,6,Magazine
2,189815,5,Magazine
10,189815,5,Magazine
2,189815,5,Magazine
2,189824,7,Wrapping Paper
2,189827,10,Bow
1,189830,3,Wrapping Paper
3,189833,5,Greeting Cards
3,189833,5,Greeting Cards
1,189833,5,Pencils
1,189833,5,Pencils
3,189833,5,Candy Bar
3,189833,5,Candy Bar
1,189842,10,Pens
2,189848,3,Candy Bar
1,189848,3,Photo Processing
2,189854,1,Candy Bar
1,189857,1,Greeting Cards
1,189866,5,Candy Bar
2,189869,7,Pens
2,189869,7,Bow
4,189869,7,Bow
2,189869,7,Bow
2,189869,7,Bow
5,189869,7,Bow
2,189869,7,Magazine
2,189869,7,Magazine
1,189875,6,Bow
2,189878,10,Bow
1,189881,6,Magazine
1,189887,7,Bow
1,189887,7,Bow
4,189896,7,Toothbrush
8,189896,7,Perfume
8,189896,7,Perfume
1,189896,7,Perfume
1,189899,4,Perfume
12,189899,4,Toothbrush
1,189899,4,Toothpaste
1,189911,1,Magazine
1,189911,1,Magazine
2,189911,1,Toothpaste
1,189911,1,Toothpaste
1,189911,1,Greeting Cards
4,189911,1,Pencils
3,189914,6,Toothpaste
3,189914,6,Toothpaste
3,189914,6,Toothpaste
3,189914,6,Toothpaste
3,189914,6,Toothpaste
2,189914,6,Pens
1,189926,8,Toothpaste
1,189932,7,Pain Reliever
14,189932,7,Pain Reliever
1,189932,7,Pain Reliever
1,189935,4,Candy Bar
1,189935,4,Candy Bar
1,189935,4,Pencils
2,189941,10,Magazine
2,189941,10,Pain Reliever
1,189944,1,Pain Reliever
4,189947,8,Candy Bar
1,189953,6,Greeting Cards
2,189956,2,Pens
3,189962,10,Candy Bar
1,189965,8,Toothpaste
1,189965,8,Toothpaste
1,189968,8,Toothpaste
1,189971,4,Wrapping Paper
1,189977,10,Photo Processing
2,189977,10,Pencils
1,189980,9,Photo Processing
1,190007,6,Greeting Cards
1,190007,6,Greeting Cards
1,190007,6,Greeting Cards
1,190007,6,Magazine
2,190010,10,Pens
1,190010,10,Photo Processing
1,190010,10,Photo Processing
1,190016,10,Photo Processing
1,190019,7,Pens
1,190022,8,Magazine
1,190028,4,Photo Processing
2,190031,2,Photo Processing
1,190040,4,Candy Bar
1,190040,4,Candy Bar
1,190040,4,Candy Bar
1,190040,4,Pencils
1,190043,5,Toothpaste
1,190052,2,Toothpaste
1,190052,2,Toothpaste
1,190052,2,Toothpaste
1,190052,2,Toothpaste
1,190058,7,Toothpaste
2,190058,7,Photo Processing
1,190064,9,Candy Bar
1,190064,9,Candy Bar
1,190064,9,Candy Bar
1,190070,4,Pencils
1,190073,2,Toothpaste
1,190073,2,Toothpaste
1,190073,2,Candy Bar
1,190073,2,Candy Bar
1,190073,2,Candy Bar
1,190073,2,Candy Bar
1,190076,5,Toothpaste
1,190082,5,Candy Bar
1,190088,1,Greeting Cards
1,190091,3,Greeting Cards
2,190091,3,Greeting Cards
1,190091,3,Candy Bar
1,190094,7,Pencils
1,190094,7,Toothpaste
1,190094,7,Toothpaste
1,190094,7,Greeting Cards
1,190094,7,Greeting Cards
1,190094,7,Greeting Cards
1,190094,7,Greeting Cards
2,190100,2,Pencils
1,190103,7,Greeting Cards
1,190103,7,Greeting Cards
1,190103,7,Greeting Cards
1,190103,7,Candy Bar
1,190112,7,Greeting Cards
1,190115,6,Candy Bar
1,190115,6,Toothpaste
2,190118,2,Candy Bar
1,190124,4,Candy Bar
2,190127,6,Candy Bar
1,190127,6,Greeting Cards
1,190130,9,Candy Bar
1,190130,9,Pencils
1,190133,4,Pencils
1,190133,4,Pencils
1,190133,4,Toothpaste
2,190136,10,Toothpaste
1,190139,6,Candy Bar
4,190142,3,Greeting Cards
1,190145,10,Greeting Cards
1,190145,10,Toothpaste
1,190148,9,Greeting Cards
1,190151,6,Greeting Cards
2,190151,6,Greeting Cards
1,190151,6,Candy Bar
1,190154,3,Greeting Cards
1,190157,4,Candy Bar
1,190163,10,Greeting Cards
2,190163,10,Toothpaste
2,190187,7,Candy Bar
1,190199,6,Photo Processing
1,190211,10,Perfume
4,190214,10,Candy Bar
1,190220,7,Magazine
1,190226,5,Magazine
2,190229,3,Pens
3,190232,2,Magazine
1,190238,4,Pens
1,190241,4,Perfume
1,190244,3,Magazine
1,190250,4,Magazine
1,190262,2,Pencils
2,190268,1,Magazine
2,190274,10,Candy Bar
1,190277,5,Magazine
1,190277,5,Pencils
1,190277,5,Pencils
1,190277,5,Pencils
1,190280,3,Greeting Cards
2,190289,9,Pencils
2,190289,9,Pencils
2,190289,9,Pencils
2,190289,9,Pencils
2,190289,9,Magazine
1,190292,7,Pens
1,190301,10,Soap
1,190304,1,Photo Processing
5,190307,1,Magazine
4,190307,1,Pencils
4,190307,1,Pencils
1,190316,9,Candy Bar
1,190316,9,Magazine
1,190328,10,Magazine
1,190328,10,Greeting Cards
2,190328,10,Greeting Cards
1,190337,3,Perfume
1,190343,9,Pens
8,190349,5,Photo Processing
2,190349,5,Photo Processing
2,190349,5,Photo Processing
1,190352,7,Perfume
1,190358,7,Greeting Cards
2,190364,4,Soap
1,190364,4,Greeting Cards
4,190370,4,Magazine
2,190370,4,Magazine
1,190373,7,Magazine
1,190376,4,Magazine
1,190376,4,Greeting Cards
1,190376,4,Pencils
1,190379,1,Greeting Cards
2,190382,9,Soap
2,190385,2,Soap
1,190388,3,Pencils
1,190391,7,Pencils
1,190391,7,Magazine
2,190394,3,Soap
1,190403,2,Magazine
1,190403,2,Greeting Cards
1,190412,3,Greeting Cards
1,190412,3,Magazine
1,190412,3,Pencils
1,190421,1,Photo Processing
1,190433,1,Photo Processing
1,190436,9,Magazine
1,190439,10,Magazine
1,190439,10,Photo Processing
1,190439,10,Pens
1,190451,5,Pens
1,190454,3,Greeting Cards
1,190454,3,Greeting Cards
1,190457,4,Greeting Cards
2,190457,4,Greeting Cards
1,190457,4,Prescription Med
1,190463,10,Wrapping Paper
1,190472,6,Perfume
2,190472,6,Toothbrush
1,190475,4,Wrapping Paper
2,190481,2,Perfume
4,190481,2,Toothbrush
2,190487,7,Greeting Cards
4,190487,7,Candy Bar
1,190505,8,Greeting Cards
1,190505,8,Greeting Cards
1,190511,4,Pens
2,190514,2,Perfume
2,190523,9,Perfume
1,190532,4,Pens
15,190535,5,Prescription Med
9,190535,5,Prescription Med
2,190535,5,Prescription Med
6,190544,9,Toothpaste
6,190544,9,Toothpaste
6,190544,9,Toothpaste
1,190547,9,Toothpaste
2,190547,9,Pencils
1,190553,2,Magazine
1,190553,2,Candy Bar
1,190553,2,Candy Bar
1,190553,2,Greeting Cards
1,190559,4,Greeting Cards
1,190559,4,Candy Bar
1,190559,4,Candy Bar
1,190559,4,Magazine
1,190559,4,Magazine
1,190559,4,Pens
12,190568,7,Magazine
12,190568,7,Magazine
4,190574,9,Toothpaste
6,190574,9,Toothpaste
6,190580,6,Toothpaste
4,190580,6,Toothpaste
12,190583,1,Magazine
12,190583,1,Pens
6,190589,9,Magazine
12,190589,9,Magazine
12,190589,9,Pens
6,190589,9,Toothpaste
6,190589,9,Toothpaste
3,190589,9,Toothpaste
6,190589,9,Toothpaste
6,190589,9,Greeting Cards
8,190592,4,Toothpaste
8,190592,4,Toothpaste
2,190598,4,Toothpaste
6,190601,1,Toothpaste
6,190601,1,Toothpaste
6,190601,1,Toothpaste
4,190601,1,Toothpaste
4,190601,1,Toothpaste
3,190601,1,Toothpaste
6,190601,1,Toothpaste
6,190601,1,Greeting Cards
12,190601,1,Magazine
6,190601,1,Magazine
12,190601,1,Pens
61,190604,5,Pens
13,190604,5,Toothpaste
5,190604,5,Toothpaste
26,190604,5,Toothpaste
8,190604,5,Toothpaste
26,190604,5,Toothpaste
26,190604,5,Toothpaste
26,190604,5,Greeting Cards
6,190613,9,Toothpaste
1,190613,9,Toothpaste
2,190616,9,Soap
1,190628,4,Greeting Cards
1,190628,4,Greeting Cards
1,190628,4,Toothpaste
1,190628,4,Pencils
1,190628,4,Pencils
1,190628,4,Pencils
1,190628,4,Magazine
1,190628,4,Magazine
1,190634,4,Greeting Cards
1,190637,3,Photo Processing
1,190637,3,Photo Processing
1,190637,3,Magazine
2,190646,10,Greeting Cards
2,190649,4,Soap
2,190658,3,Wrapping Paper
1,190664,9,Greeting Cards
1,190676,1,Magazine
1,190676,1,Candy Bar
1,190676,1,Pencils
3,190682,3,Magazine
8,190691,6,Greeting Cards
2,190691,6,Magazine
2,190691,6,Toothpaste
2,190691,6,Toothpaste
2,190694,2,Toothpaste
1,190697,1,Greeting Cards
1,190697,1,Toothpaste
1,190697,1,Toothpaste
1,190697,1,Toothpaste
1,190697,1,Toothpaste
1,190697,1,Toothpaste
1,190697,1,Toothpaste
1,190697,1,Candy Bar
1,190697,1,Candy Bar
1,190697,1,Candy Bar
1,190697,1,Candy Bar
1,190697,1,Candy Bar
1,190697,1,Pencils
1,190697,1,Pencils
1,190697,1,Pencils
1,190700,9,Toothpaste
1,190706,7,Toothpaste
37,190706,7,Toothbrush
1,190709,7,Toothpaste
1,190709,7,Toothpaste
1,190709,7,Toothpaste
1,190709,7,Toothpaste
1,190709,7,Toothpaste
1,190709,7,Toothpaste
1,190712,6,Toothpaste
1,190712,6,Greeting Cards
1,190718,9,Pencils
1,190718,9,Pencils
1,190718,9,Pencils
1,190718,9,Pencils
1,190718,9,Candy Bar
1,190718,9,Candy Bar
1,190718,9,Candy Bar
1,190718,9,Candy Bar
1,190718,9,Candy Bar
1,190718,9,Candy Bar
1,190721,1,Greeting Cards
1,190721,1,Greeting Cards
1,190724,8,Greeting Cards
1,190727,9,Candy Bar
1,190727,9,Candy Bar
1,190727,9,Candy Bar
1,190727,9,Candy Bar
1,190727,9,Candy Bar
1,190727,9,Candy Bar
1,190730,2,Greeting Cards
3,190739,1,Perfume
3,190739,1,Perfume
3,190739,1,Perfume
5,190739,1,Toothbrush
1,190745,10,Toothpaste
4,190763,4,Greeting Cards
1,190775,7,Prescription Med
3,190784,3,Greeting Cards
1,190784,3,Candy Bar
1,190784,3,Candy Bar
1,190784,3,Candy Bar
3,190784,3,Pencils
1,190787,8,Pencils
1,190799,7,Greeting Cards
1,190802,2,Toothpaste
1,190802,2,Candy Bar
1,190802,2,Candy Bar
1,190805,8,Candy Bar
3,190805,8,Pencils
2,190805,8,Toothpaste
2,190808,5,Toothpaste
2,190808,5,Candy Bar
2,190808,5,Candy Bar
2,190808,5,Candy Bar
3,190817,3,Toothpaste
3,190817,3,Toothpaste
3,190817,3,Toothpaste
3,190817,3,Toothpaste
3,190817,3,Greeting Cards
12,190820,6,Pens
2,190823,3,Candy Bar
2,190823,3,Greeting Cards
2,190823,3,Toothpaste
2,190844,9,Candy Bar
1,190844,9,Candy Bar
1,190844,9,Toothpaste
1,190844,9,Toothpaste
1,190844,9,Toothpaste
2,190844,9,Toothpaste
1,190844,9,Toothpaste
1,190844,9,Toothpaste
1,190844,9,Wrapping Paper
1,190850,3,Toothpaste
1,190853,7,Magazine
1,190862,1,Pencils
1,190862,1,Greeting Cards
1,190865,7,Greeting Cards
1,190868,9,Soap
1,190871,4,Pens
1,190877,10,Perfume
1,190880,1,Pencils
1,190880,1,Greeting Cards
1,190883,7,Perfume
1,190889,6,Toothpaste
1,190892,2,Pencils
1,190895,10,Pens
1,190904,8,Photo Processing
6,190907,9,Pens
1,190913,1,Photo Processing
1,190913,1,Candy Bar
2,190919,6,Pens
1,190925,2,Magazine
1,190925,2,Greeting Cards
1,190925,2,Candy Bar
1,190925,2,Candy Bar
1,190925,2,Candy Bar
1,190931,2,Greeting Cards
2,190940,2,Candy Bar
1,190946,1,Candy Bar
1,190946,1,Candy Bar
1,190946,1,Greeting Cards
1,190952,5,Pencils
1,190952,5,Magazine
1,190964,6,Photo Processing
1,190967,2,Perfume
4,190970,5,Toothbrush
2,190976,4,Soap
1,190985,6,Bow
1,190985,6,Bow
1,190985,6,Bow
1,190988,6,Bow
1,190991,9,Bow
2,190994,4,Toothpaste
1,191009,2,Toothpaste
1,191018,7,Greeting Cards
1,191018,7,Candy Bar
1,191018,7,Candy Bar
1,191018,7,Magazine
1,191021,5,Magazine
1,191024,8,Candy Bar
1,191027,6,Greeting Cards
1,191033,9,Greeting Cards
1,191033,9,Greeting Cards
1,191033,9,Greeting Cards
1,191033,9,Magazine
1,191048,1,Candy Bar
1,191054,3,Toothpaste
1,191060,10,Magazine
1,191063,5,Magazine
1,191063,5,Magazine
1,191063,5,Toothpaste
1,191063,5,Toothpaste
1,191063,5,Toothpaste
1,191063,5,Toothpaste
1,191072,5,Toothbrush
1,191081,2,Pens
3,191084,9,Bow
1,191087,5,Pencils
1,191090,4,Candy Bar
1,191093,6,Wrapping Paper
1,191102,5,Greeting Cards
1,191108,1,Magazine
1,191108,1,Magazine
1,191108,1,Magazine
2,191108,1,Magazine
1,191120,8,Candy Bar
1,191120,8,Magazine
1,191123,8,Magazine
1,191123,8,Pencils
1,191132,10,Candy Bar
1,191132,10,Candy Bar
2,191132,10,Greeting Cards
4,191132,10,Greeting Cards
1,191141,7,Toothpaste
1,191144,5,Perfume
1,191150,6,Photo Processing
1,191159,3,Magazine
1,191162,2,Toothpaste
1,191165,5,Greeting Cards
1,191168,10,Photo Processing
2,191180,10,Pencils
1,191180,10,Pencils
1,191192,5,Greeting Cards
1,191198,4,Pens
1,191201,9,Pencils
2,191201,9,Candy Bar
1,191201,9,Candy Bar
1,191201,9,Candy Bar
1,191201,9,Candy Bar
1,191219,7,Pens
2,191231,10,Pens
1,191237,3,Bow
1,191237,3,Bow
3,191237,3,Bow
2,191237,3,Toothbrush
1,191240,3,Toothpaste
1,191240,3,Candy Bar
1,191240,3,Candy Bar
1,191240,3,Candy Bar
1,191243,9,Greeting Cards
1,191246,3,Greeting Cards
5,191249,5,Perfume
4,191249,5,Perfume
1,191255,7,Pencils
1,191258,9,Greeting Cards
1,191258,9,Candy Bar
1,191258,9,Candy Bar
1,191267,6,Photo Processing
1,191288,2,Candy Bar
1,191288,2,Candy Bar
1,191288,2,Candy Bar
1,191288,2,Greeting Cards
1,191288,2,Pencils
4,191294,7,Pens
4,191297,3,Pencils
4,191297,3,Pencils
4,191297,3,Pencils
3,191300,1,Magazine
1,191312,5,Magazine
1,191312,5,Magazine
1,191312,5,Photo Processing
1,191312,5,Photo Processing
1,191312,5,Photo Processing
2,191315,2,Soap
13,191318,6,Bow
29,191318,6,Bow
1,191321,9,Bow
1,191324,2,Bow
1,191330,4,Magazine
1,191330,4,Photo Processing
1,191348,2,Greeting Cards
1,191348,2,Toothpaste
2,191351,9,Perfume
2,191351,9,Perfume
1,191366,4,Pens
1,191369,9,Pens
2,191372,7,Magazine
1,191375,7,Candy Bar
1,191375,7,Toothpaste
1,191381,4,Pens
3,191390,4,Perfume
1,191390,4,Toothpaste
1,191393,8,Candy Bar
8,191402,1,Pens
1,191420,9,Photo Processing
1,191420,9,Magazine
1,191432,7,Magazine
1,191432,7,Candy Bar
4,191468,3,Greeting Cards
5,191471,3,Perfume
1,191471,3,Candy Bar
1,191471,3,Candy Bar
3,191477,4,Greeting Cards
3,191477,4,Magazine
1,191483,8,Greeting Cards
1,191492,6,Wrapping Paper
4,191495,7,Perfume
3,191495,7,Magazine
1,191495,7,Magazine
1,191495,7,Magazine
7,191495,7,Pens
1,191501,3,Pencils
2,191504,2,Photo Processing
1,191513,5,Candy Bar
1,191516,7,Candy Bar
1,191516,7,Candy Bar
1,191516,7,Pens
10,191516,7,Magazine
1,191516,7,Magazine
1,191516,7,Greeting Cards
6,191519,5,Pens
1,191531,1,Candy Bar
1,191540,5,Candy Bar
1,191546,8,Toothpaste
1,191549,4,Greeting Cards
1,191549,4,Candy Bar
1,191549,4,Magazine
2,191552,8,Magazine
6,191552,8,Perfume
7,191552,8,Shampoo
6,191552,8,Toothbrush
5,191555,3,Magazine
2,191561,8,Pens
2,191561,8,Magazine
2,191567,9,Perfume
2,191567,9,Greeting Cards
1,191567,9,Toothpaste
2,191570,7,Perfume
3,191573,9,Pens
3,191576,9,Pens
1,191582,3,Magazine
1,191585,1,Magazine
1,191585,1,Photo Processing
4,191597,9,Pens
2,191597,9,Pens
8,191597,9,Pens
2,191597,9,Toothpaste
2,191597,9,Toothpaste
2,191597,9,Toothpaste
3,191597,9,Toothpaste
1,191597,9,Prescription Med
1,191597,9,Prescription Med
20,191597,9,Toothbrush
14,191597,9,Magazine
1,191597,9,Magazine
2,191597,9,Magazine
2,191603,2,Toothpaste
2,191606,7,Toothpaste
1,191609,3,Photo Processing
3,191618,6,Perfume
3,191621,3,Magazine
2,191624,4,Pens
1,191630,7,Candy Bar
1,191651,7,Toothpaste
1,191654,2,Toothpaste
2,191654,2,Toothpaste
2,191654,2,Greeting Cards
1,191654,2,Pencils
1,191657,3,Pain Reliever
2,191660,6,Greeting Cards
2,191660,6,Greeting Cards
2,191660,6,Greeting Cards
1,191663,8,Perfume
1,191663,8,Perfume
2,191663,8,Toothbrush
2,191669,3,Pens
16,191684,8,Candy Bar
1,191687,8,Candy Bar
1,191687,8,Candy Bar
1,191687,8,Pencils
1,191693,2,Toothpaste
1,191693,2,Toothpaste
8,191699,1,Perfume
4,191699,1,Perfume
3,191699,1,Perfume
1,191702,3,Perfume
1,191708,3,Greeting Cards
1,191708,3,Greeting Cards
1,191708,3,Pencils
2,191711,7,Toothbrush
6,191717,6,Perfume
1,191723,10,Toothpaste
2,191729,2,Candy Bar
1,191735,9,Pens
2,191738,1,Pens
1,191741,6,Pens
1,191759,9,Greeting Cards
1,191762,7,Greeting Cards
1,191762,7,Greeting Cards
1,191768,9,Toothpaste
1,191771,4,Soap
1,191777,1,Toothpaste
14,191777,1,Magazine
14,191777,1,Candy Bar
14,191777,1,Candy Bar
14,191777,1,Candy Bar
2,191780,1,Magazine
2,191780,1,Candy Bar
2,191780,1,Candy Bar
1,191780,1,Candy Bar
2,191780,1,Candy Bar
1,191780,1,Candy Bar
14,191786,10,Candy Bar
2,191789,8,Soap
1,191795,5,Pens
2,191804,6,Candy Bar
2,191804,6,Candy Bar
2,191813,2,Bow
1,191813,2,Bow
1,191813,2,Bow
1,191813,2,Bow
1,191813,2,Bow
1,191813,2,Bow
1,191813,2,Bow
8,191813,2,Toothbrush
1,191813,2,Magazine
1,191816,1,Shampoo
3,191816,1,Shampoo
3,191816,1,Magazine
12,191816,1,Toothbrush
1,191819,5,Greeting Cards
3,191825,9,Shampoo
6,191825,9,Shampoo
1,191825,9,Shampoo
1,191825,9,Magazine
10,191834,6,Toothbrush
1,191840,7,Photo Processing
2,191846,4,Shampoo
2,191861,7,Soap
2,191867,9,Perfume
1,191867,9,Pens
16,191867,9,Toothbrush
1,191867,9,Bow
2,191870,5,Pens
3,191873,5,Wrapping Paper
1,191873,5,Shampoo
1,191873,5,Shampoo
1,191873,5,Shampoo
1,191873,5,Shampoo
1,191873,5,Shampoo
10,191873,5,Toothbrush
2,191876,7,Pens
1,191879,9,Magazine
2,191888,1,Magazine
1,191888,1,Magazine
1,191888,1,Magazine
2,191888,1,Magazine
2,191888,1,Magazine
1,191888,1,Magazine
1,191888,1,Magazine
1,191888,1,Magazine
1,191888,1,Magazine
2,191888,1,Magazine
1,191888,1,Magazine
1,191888,1,Magazine
1,191891,5,Greeting Cards
1,191894,7,Greeting Cards
1,191894,7,Candy Bar
1,191894,7,Candy Bar
1,191909,1,Toothpaste
1,191918,3,Toothbrush
1,191918,3,Toothbrush
8,191921,4,Toothbrush
1,191927,9,Pens
1,191930,5,Pens
2,191939,3,Bow
2,191939,3,Bow
4,191939,3,Bow
12,191939,3,Bow
2,191939,3,Bow
4,191939,3,Bow
2,191939,3,Bow
2,191939,3,Bow
2,191939,3,Bow
4,191939,3,Bow
2,191939,3,Bow
1,191939,3,Magazine
2,191939,3,Magazine
2,191939,3,Magazine
1,191939,3,Photo Processing
1,191939,3,Photo Processing
2,191939,3,Photo Processing
2,191939,3,Toothpaste
2,191939,3,Toothpaste
2,191939,3,Toothpaste
2,191939,3,Toothpaste
47,191939,3,Toothbrush
1,191939,3,Toothbrush
2,191942,10,Bow
2,191942,10,Toothpaste
1,191945,10,Toothpaste
1,191948,1,Bow
8,191951,2,Bow
1,191954,3,Pencils
1,191954,3,Pencils
1,191954,3,Magazine
1,191957,5,Pencils
